                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    144,                 2.2873,                 1.7723,                 1.2815,                0.38922,                 0.0836,                 0.0962,                0.04034,                 2.5306,                 2.0761,                 1.3003,             7.8137e-05,             7.8137e-05,             7.8137e-05
                    145,                 2.2686,                 1.7837,                 1.2718,                0.36706,                0.08876,                0.09554,                0.04351,                 2.4763,                 2.0683,                 1.2868,             7.6835e-05,             7.6835e-05,             7.6835e-05
                    146,                 2.2113,                 1.7388,                 1.2617,                0.23361,                0.09643,                0.09335,                0.03948,                 2.5815,                 2.0993,                  1.319,             7.5534e-05,             7.5534e-05,             7.5534e-05
                    147,                 2.2796,                 1.7485,                 1.2615,                0.32482,                 0.0904,                0.10241,                0.04659,                  2.476,                 2.0583,                 1.2837,             7.4232e-05,             7.4232e-05,             7.4232e-05
                    148,                 2.2989,                 1.7616,                  1.264,                0.36339,                0.09671,                0.09391,                0.04025,                 2.5068,                  2.083,                 1.2878,              7.293e-05,              7.293e-05,              7.293e-05
                    149,                  2.244,                 1.7411,                 1.2633,                0.40717,                 0.0898,                0.09161,                0.04259,                 2.4436,                 2.0678,                 1.2756,             7.1628e-05,             7.1628e-05,             7.1628e-05
                    150,                 2.2273,                 1.7523,                 1.2546,                0.36974,                0.08289,                0.09649,                0.04036,                 2.5647,                 2.0928,                 1.3106,             7.0326e-05,             7.0326e-05,             7.0326e-05
                    151,                 2.2793,                 1.7599,                 1.2585,                0.36584,                0.08652,                0.09847,                 0.0452,                 2.4891,                 2.0673,                 1.2834,             6.9024e-05,             6.9024e-05,             6.9024e-05
                    152,                 2.2933,                 1.7709,                 1.2823,                 0.2712,                0.10219,                0.09597,                0.04011,                 2.5366,                 2.0904,                 1.2978,             6.7722e-05,             6.7722e-05,             6.7722e-05
                    153,                  2.277,                  1.773,                 1.2705,                 0.3058,                0.10051,                0.09492,                0.03978,                 2.5594,                 2.1008,                 1.3084,             6.6421e-05,             6.6421e-05,             6.6421e-05
                    154,                 2.2816,                 1.7839,                 1.2776,                0.34091,                0.09443,                0.09273,                0.04085,                 2.4915,                 2.0695,                 1.2825,             6.5119e-05,             6.5119e-05,             6.5119e-05
                    155,                 2.2451,                 1.7337,                 1.2559,                0.33118,                0.08337,                0.09577,                0.04305,                 2.5185,                 2.0843,                 1.2935,             6.3817e-05,             6.3817e-05,             6.3817e-05
                    156,                 2.2783,                 1.7763,                 1.2559,                0.32988,                0.08956,                0.09362,                0.04076,                  2.509,                 2.0682,                 1.2903,             6.2515e-05,             6.2515e-05,             6.2515e-05
                    157,                 2.2715,                 1.7519,                 1.2575,                0.36333,                0.08822,                 0.0902,                0.03733,                 2.5174,                 2.0788,                 1.2973,             6.1213e-05,             6.1213e-05,             6.1213e-05
                    158,                 2.2614,                 1.7457,                  1.252,                0.41132,                0.08644,                0.09566,                0.04268,                  2.482,                 2.0663,                 1.2858,             5.9911e-05,             5.9911e-05,             5.9911e-05
                    159,                 2.2653,                 1.7602,                 1.2606,                  0.319,                0.09951,                0.09643,                0.04172,                 2.4892,                 2.0715,                 1.2817,              5.861e-05,              5.861e-05,              5.861e-05
                    160,                 2.2758,                 1.7595,                  1.256,                0.10273,                0.16237,                0.09473,                0.04046,                 2.4901,                 2.0629,                 1.2816,             5.7308e-05,             5.7308e-05,             5.7308e-05
                    161,                  2.229,                 1.7073,                 1.2519,                0.06347,                0.16661,                0.09418,                0.04208,                  2.463,                 2.0915,                 1.2766,             5.6006e-05,             5.6006e-05,             5.6006e-05
                    162,                 2.2458,                 1.7236,                  1.253,                0.35024,                0.09637,                0.09399,                0.04062,                 2.4839,                 2.0765,                  1.283,             5.4704e-05,             5.4704e-05,             5.4704e-05
                    163,                 2.2552,                 1.7418,                  1.251,                 0.3539,                0.09443,                0.09175,                0.03782,                 2.5377,                 2.0636,                 1.2999,             5.3402e-05,             5.3402e-05,             5.3402e-05
                    164,                 2.2611,                 1.7372,                 1.2506,                0.31172,                0.09999,                0.09344,                0.04114,                 2.4748,                 2.0361,                 1.2765,               5.21e-05,               5.21e-05,               5.21e-05
                    165,                 2.2687,                 1.7532,                 1.2635,                0.38407,                0.09694,                0.09152,                 0.0381,                  2.535,                 2.0762,                 1.2996,             5.0798e-05,             5.0798e-05,             5.0798e-05
                    166,                 2.2814,                 1.7335,                  1.251,                0.38459,                0.09536,                0.09336,                0.04072,                 2.4763,                 2.0761,                 1.2802,             4.9497e-05,             4.9497e-05,             4.9497e-05
                    167,                 2.2422,                  1.722,                 1.2435,                0.10177,                0.16483,                0.09507,                0.04123,                 2.4828,                 2.0709,                 1.2827,             4.8195e-05,             4.8195e-05,             4.8195e-05
                    168,                 2.2291,                 1.7064,                 1.2374,                0.34959,                0.09183,                0.09527,                0.04054,                 2.4878,                 2.0794,                 1.2819,             4.6893e-05,             4.6893e-05,             4.6893e-05
                    169,                 2.2257,                 1.7154,                 1.2438,                0.35101,                0.09543,                0.09615,                0.04201,                 2.4772,                  2.071,                 1.2751,             4.5591e-05,             4.5591e-05,             4.5591e-05
                    170,                 2.2798,                 1.7286,                 1.2403,                0.34488,                0.10076,                0.10069,                0.04374,                 2.4815,                 2.0863,                  1.279,             4.4289e-05,             4.4289e-05,             4.4289e-05
                    171,                 2.2431,                 1.6909,                 1.2405,                0.38996,                0.09666,                0.09628,                0.03995,                 2.4978,                 2.0777,                 1.2827,             4.2987e-05,             4.2987e-05,             4.2987e-05
                    172,                 2.2584,                 1.7401,                 1.2564,                0.10515,                0.15413,                0.10005,                 0.0414,                 2.4978,                 2.0744,                 1.2857,             4.1686e-05,             4.1686e-05,             4.1686e-05
                    173,                 2.2814,                 1.7252,                 1.2517,                0.14112,                0.16534,                0.09843,                0.04297,                 2.4969,                 2.0837,                 1.2825,             4.0384e-05,             4.0384e-05,             4.0384e-05
                    174,                 2.2359,                  1.698,                  1.242,                0.35095,                0.09313,                0.09371,                0.03902,                 2.4946,                 2.0801,                 1.2803,             3.9082e-05,             3.9082e-05,             3.9082e-05
                    175,                  2.223,                 1.7273,                 1.2397,                 0.0608,                0.17181,                0.09642,                0.04047,                 2.4921,                 2.0758,                 1.2801,              3.778e-05,              3.778e-05,              3.778e-05
                    176,                 2.2151,                  1.711,                 1.2464,                0.09884,                0.16741,                0.09721,                0.04081,                 2.5083,                 2.0865,                 1.2854,             3.6478e-05,             3.6478e-05,             3.6478e-05
                    177,                  2.276,                 1.7396,                  1.249,                0.06288,                0.17156,                 0.0978,                 0.0434,                 2.4787,                 2.0727,                 1.2773,             3.5176e-05,             3.5176e-05,             3.5176e-05
                    178,                 2.1979,                 1.6601,                 1.2298,                0.21318,                0.14916,                0.09415,                0.04034,                 2.5011,                 2.0829,                 1.2823,             3.3874e-05,             3.3874e-05,             3.3874e-05
                    179,                 2.2307,                 1.7254,                 1.2476,                0.34374,                0.10238,                0.09541,                0.04106,                 2.4912,                   2.07,                 1.2822,             3.2573e-05,             3.2573e-05,             3.2573e-05
                    180,                  2.243,                 1.7157,                 1.2336,                 0.3617,                0.09158,                 0.1009,                0.04341,                 2.4916,                  2.078,                 1.2827,             3.1271e-05,             3.1271e-05,             3.1271e-05
                    181,                 2.2468,                 1.7151,                 1.2434,                0.35661,                0.09317,                0.10135,                0.04309,                 2.4952,                 2.0751,                 1.2804,             2.9969e-05,             2.9969e-05,             2.9969e-05
                    182,                 2.2355,                 1.7004,                 1.2476,                0.06703,                0.18417,                0.10456,                0.04523,                 2.4804,                 2.0584,                 1.2783,             2.8667e-05,             2.8667e-05,             2.8667e-05
                    183,                 2.2611,                 1.7293,                 1.2502,                0.06207,                0.17302,                0.10057,                0.04351,                 2.4769,                  2.063,                 1.2796,             2.7365e-05,             2.7365e-05,             2.7365e-05
                    184,                 2.2494,                 1.7071,                 1.2391,                0.06269,                0.16962,                0.09985,                0.04344,                 2.4721,                 2.0758,                 1.2788,             2.6063e-05,             2.6063e-05,             2.6063e-05
                    185,                 2.2494,                 1.7107,                 1.2421,                0.38931,                0.09425,                0.10225,                0.04369,                 2.4766,                 2.0771,                  1.281,             2.4761e-05,             2.4761e-05,             2.4761e-05
                    186,                 2.2427,                  1.717,                 1.2389,                0.38376,                0.09578,                0.09868,                0.04324,                 2.4745,                 2.0683,                 1.2803,              2.346e-05,              2.346e-05,              2.346e-05
                    187,                 2.1676,                 1.6773,                 1.2342,                0.34883,                0.09472,                0.09835,                 0.0417,                 2.5062,                   2.08,                 1.2865,             2.2158e-05,             2.2158e-05,             2.2158e-05
                    188,                  2.234,                 1.6758,                 1.2309,                0.34716,                0.09518,                0.10052,                0.04287,                 2.4954,                 2.0742,                  1.283,             2.0856e-05,             2.0856e-05,             2.0856e-05
                    189,                 2.2349,                 1.7003,                 1.2406,                0.39605,                0.09388,                0.10325,                 0.0465,                  2.461,                 2.0631,                 1.2727,             1.9554e-05,             1.9554e-05,             1.9554e-05
                    190,                 2.1992,                  1.668,                  1.235,                 0.3906,                0.09825,                0.10253,                0.04389,                 2.4925,                 2.0682,                 1.2832,             1.8252e-05,             1.8252e-05,             1.8252e-05
                    191,                 2.2827,                 1.8859,                 1.2567,                 0.3139,                0.09436,                0.09334,                 0.0386,                 2.5084,                 2.1263,                 1.2925,              1.695e-05,              1.695e-05,              1.695e-05
                    192,                 2.2719,                 1.8876,                  1.264,                0.23549,                0.10078,                0.09086,                0.03703,                 2.5177,                 2.1552,                 1.2962,             1.5649e-05,             1.5649e-05,             1.5649e-05
                    193,                 2.2694,                 1.8358,                 1.2523,                0.24092,                0.10245,                0.08797,                0.03688,                 2.4892,                 2.1447,                 1.2836,             1.4347e-05,             1.4347e-05,             1.4347e-05
                    194,                 2.2294,                 1.8033,                   1.25,                0.24903,                0.09591,                0.09146,                0.03847,                 2.4816,                 2.1358,                 1.2784,             1.3045e-05,             1.3045e-05,             1.3045e-05
                    195,                  2.241,                 1.7834,                 1.2482,                0.26653,                0.12387,                0.09075,                0.03853,                 2.4807,                 2.1405,                 1.2785,             1.1743e-05,             1.1743e-05,             1.1743e-05
                    196,                 2.2332,                 1.7784,                 1.2447,                0.23259,                0.12488,                0.09371,                 0.0393,                 2.4847,                 2.1431,                 1.2799,             1.0441e-05,             1.0441e-05,             1.0441e-05
                    197,                 2.2321,                  1.796,                 1.2431,                0.22975,                0.12651,                0.09509,                0.04106,                 2.4807,                 2.1345,                 1.2764,             9.1393e-06,             9.1393e-06,             9.1393e-06
                    198,                 2.2195,                 1.7649,                 1.2396,                0.23055,                0.12453,                0.09461,                0.04062,                 2.4887,                 2.1332,                 1.2808,             7.8374e-06,             7.8374e-06,             7.8374e-06
                    199,                 2.2129,                 1.7567,                 1.2427,                0.22714,                0.12879,                 0.0958,                0.04119,                 2.4919,                  2.133,                 1.2806,             6.5356e-06,             6.5356e-06,             6.5356e-06
                    200,                 2.2359,                 1.7393,                 1.2411,                0.33339,                0.08567,                0.09754,                0.04198,                 2.4895,                 2.1301,                 1.2787,             5.2337e-06,             5.2337e-06,             5.2337e-06
